,adminRights,controllables,controllers,dcomRights,members,membership,admincount,description,distinguishedname,doesanyacegrantownerrights,doesanyinheritedacegrantownerrights,domain,domainsid,isaclprotected,lastseen,name,objectid,samaccountname,whencreated,psRemoteRights,rdpRights,sessions,admin_tier_0,path_da_nnodes,path_da_nedges,path_da_nodes,path_da_edges,path_da_nodes_oidlist,control_risk,system_tags,objectID,error,controllables_norm,controllers_norm,path_da_nedges_norm,members_norm,sessions_norm,n_in_path_da,n_in_path_da_norm,members_controllables_mean,users_mean-group_control,users_mean-group_control_norm,control_risk_norm,control_risk_norm_100,control_risk_100
259,0.0,0.0,218.0,0.0,59.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=AM-SOL-DISTLIST1,OU=TST,OU=PEOPLE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,AM-SOL-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3839,AM-sol-distlist1,1742159218.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],277.0,,,,0.0,0.5011494252873563,0.0,0.022727272727272728,1.0,0.0,0.0,507.3,507.3,0.8576449228375048,2.381521620852134,0.21378073704585188,0.15224129971200565
260,0.0,0.0,243.0,0.0,23.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=CO-CHICAMARA-ADMINGROUP1,OU=SERVICEACCOUNTS,OU=SEC,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,CO-CHICAMARA-ADMINGROUP1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3840,CO-chicamara-admingroup1,1742159218.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],266.0,,,,0.0,0.5586206896551724,0.0,0.008859784283513097,1.0,0.0,0.0,748.8333333333334,748.8333333333334,0.7900527157603514,2.357533189699037,0.21162738078505597,0.14619561632994044
262,0.0,0.0,218.0,0.0,27.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=SH-PIC-DISTLIST1,OU=TIER 1,OU=ADMIN,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,SH-PIC-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3842,SH-pic-distlist1,1742159219.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],245.0,,,,0.0,0.5011494252873563,0.0,0.010400616332819723,1.0,0.0,0.0,849.875,849.875,0.7617765802783447,2.2733266218985206,0.20406845628448614,0.13465385714599776
264,0.0,0.0,386.0,0.0,25.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=CY-ALE-ADMINGROUP1,OU=TEST,OU=TST,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,CY-ALE-ADMINGROUP1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3844,CY-ale-admingroup1,1742159219.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],411.0,,,,0.0,0.8873563218390804,0.0,0.00963020030816641,1.0,0.0,0.0,368.7647058823529,368.7647058823529,0.8964135108343073,2.793400032981554,0.2507535991636422,0.22588871545716357
265,0.0,0.0,219.0,0.0,30.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=LI-FRASCUELO-DISTLIST1,OU=T1-ACCOUNTS,OU=TIER 1,OU=ADMIN,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,LI-FRASCUELO-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3845,LI-FRASCUELO-distlist1,1742159220.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],249.0,,,,0.0,0.503448275862069,0.0,0.011556240369799691,1.0,0.0,0.0,227.1,227.1,0.9360578531011746,2.4510623693330436,0.2200231630372017,0.13685228746674874
268,0.0,0.0,218.0,0.0,67.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=BO-VIC-ADMINGROUP1,OU=GROUPS,OU=AWS,OU=STAGE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,BO-VIC-ADMINGROUP1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3848,BO-Vic-admingroup1,1742159221.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],285.0,,,,0.0,0.5011494252873563,0.0,0.02580893682588598,1.0,0.0,0.0,463.42,463.42,0.8699245780122722,2.3968829401255145,0.2151596681155958,0.1566381603535076
269,0.0,21.0,270.0,0.0,71.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=BR-EDUFER191-ADMINGROUP1,OU=SERVICEACCOUNTS,OU=SEC,OU=STAGE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,BR-EDUFER191-ADMINGROUP1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3849,BR-edufer191-admingroup1,1742159221.0,0.0,0.0,0.0,False,10.0,15.0,"                                     label       kind  \
id                                                      
1002                     USERS@MYLAB.LOCAL  Container   
1019               LOUIS_TYLER@MYLAB.LOCAL       User   
128              DOMAIN ADMINS@MYLAB.LOCAL      Group   
1816              6372101301SA@MYLAB.LOCAL       User   
2510             CLAUDE_GIBSON@MYLAB.LOCAL       User   
2602            STEWART_THOMAS@MYLAB.LOCAL       User   
477              JENNA_HARDING@MYLAB.LOCAL       User   
870           DE-DAS-DISTLIST1@MYLAB.LOCAL      Group   
872           RO-ARJ-DISTLIST1@MYLAB.LOCAL      Group   
881   BR-EDUFER191-ADMINGROUP1@MYLAB.LOCAL      Group   

                                           objectId  isTierZero  \
id                                                                
1002           643CE9DD-6D50-4B82-8DA1-994C82A16D6C       False   
1019  S-1-5-21-1333368235-828418111-1849936505-3276        True   
128    S-1-5-21-1333368235-828418111-1849936505-512        True   
1816  S-1-5-21-1333368235-828418111-1849936505-2469       False   
2510  S-1-5-21-1333368235-828418111-1849936505-3196       False   
2602  S-1-5-21-1333368235-828418111-1849936505-3290       False   
477   S-1-5-21-1333368235-828418111-1849936505-1447        True   
870   S-1-5-21-1333368235-828418111-1849936505-3600       False   
872   S-1-5-21-1333368235-828418111-1849936505-3635       False   
881   S-1-5-21-1333368235-828418111-1849936505-3849       False   

      isOwnedObject                        lastSeen  
id                                                   
1002          False        2025-03-16T21:35:40.053Z  
1019          False        2025-03-16T21:35:40.117Z  
128           False        2025-03-16T21:35:40.428Z  
1816          False        2025-03-16T21:35:40.117Z  
2510          False        2025-03-16T21:35:40.117Z  
2602          False        2025-03-16T21:35:40.117Z  
477           False  2025-03-16T21:35:31.048103438Z  
870           False        2025-03-16T21:35:39.799Z  
872           False        2025-03-16T21:35:39.799Z  
881           False  2025-03-16T21:35:36.886857315Z  ","   source target       label        kind                        lastSeen
0     881   1816  GenericAll  GenericAll  2025-03-16T21:35:34.829357333Z
1    1816    870    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
2     870   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
3    1019    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
4     881   2510  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
5    2510    870    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
6     870   1002  GenericAll  GenericAll  2025-03-16T21:35:38.232994191Z
7    1002    128    Contains    Contains   2025-03-16T21:35:36.88777499Z
8     870    477  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
9     477    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
10    881   2602  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
11   2602    872    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
12    872   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
13    872   1002  GenericAll  GenericAll  2025-03-16T21:35:38.232994191Z
14    872    477  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z","['643CE9DD-6D50-4B82-8DA1-994C82A16D6C'
 'S-1-5-21-1333368235-828418111-1849936505-3276'
 'S-1-5-21-1333368235-828418111-1849936505-512'
 'S-1-5-21-1333368235-828418111-1849936505-2469'
 'S-1-5-21-1333368235-828418111-1849936505-3196'
 'S-1-5-21-1333368235-828418111-1849936505-3290'
 'S-1-5-21-1333368235-828418111-1849936505-1447'
 'S-1-5-21-1333368235-828418111-1849936505-3600'
 'S-1-5-21-1333368235-828418111-1849936505-3635'
 'S-1-5-21-1333368235-828418111-1849936505-3849']",411.0,,,,0.005879059350503919,0.6206896551724138,0.5,0.027349768875192602,1.0,34.0,0.04741980474198047,176.01818181818183,155.01818181818183,0.9562296824458193,3.15756797058591,0.28344366144477773,0.22588871545716357
270,0.0,0.0,379.0,0.0,26.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=LI-ADI-DISTLIST1,OU=DEVICES,OU=FSR,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,LI-ADI-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3850,LI-adi-distlist1,1742159221.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],405.0,,,,0.0,0.871264367816092,0.0,0.010015408320493066,1.0,0.0,0.0,73.05882352941177,73.05882352941177,0.9791657047368701,2.860445480873455,0.25677203088410305,0.2225910699760371
271,0.0,0.0,278.0,0.0,28.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=SH-AMI-DISTLIST1,OU=SERVICEACCOUNTS,OU=FIN,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,SH-AMI-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3851,SH-ami-distlist1,1742159221.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],306.0,,,,0.0,0.639080459770115,0.0,0.01078582434514638,1.0,0.0,0.0,180.86363636363637,180.86363636363637,0.9489969278958351,2.5988632120110964,0.2332907197148549,0.16817991953745026
272,0.0,0.0,251.0,0.0,22.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=OS-TOSBER_SA-DISTLIST1,OU=ITS,OU=PEOPLE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,OS-TOSBER_SA-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3852,OS-TOSBER_SA-distlist1,1742159221.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],273.0,,,,0.0,0.5770114942528736,0.0,0.00847457627118644,1.0,0.0,0.0,273.375,273.375,0.9231079660635183,2.5085940365875783,0.22518757646156962,0.15004286939125464
273,0.0,0.0,218.0,0.0,308.0,3.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=WI-BED-ADMINGROUP1,OU=DEVICES,OU=ITS,OU=STAGE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.097Z,WI-BED-ADMINGROUP1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3853,WI-bed-admingroup1,1742159222.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],526.0,,,,0.0,0.5011494252873563,0.0,0.11864406779661017,1.0,0.0,0.0,472.2878048780488,472.2878048780488,0.8674429557228566,2.487236448806823,0.22327038166589205,0.28909358717875433
274,0.0,0.0,275.0,0.0,18.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=PA-FONSECAFO-DISTLIST1,OU=GROUPS,OU=BDE,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,PA-FONSECAFO-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3854,PA-fonsecafo-distlist1,1742159222.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],293.0,,,,0.0,0.632183908045977,0.0,0.006933744221879815,1.0,0.0,0.0,537.5,537.5,0.8491935649004498,2.488311217168307,0.22336685980426366,0.16103502099500958
275,0.0,0.0,222.0,0.0,133.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=LE-753-ADMINGROUP1,OU=TEST,OU=GOO,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,LE-753-ADMINGROUP1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3855,LE-753-admingroup1,1742159222.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],355.0,,,,0.0,0.5103448275862069,0.0,0.0512326656394453,1.0,0.0,0.0,363.0,363.0,0.8980267423844268,2.459604235610079,0.22078993603328245,0.19511069096664982
276,0.0,54.0,217.0,0.0,35.0,2.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=AN-9MESESJUA-DISTLIST1,OU=AZR,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,AN-9MESESJUA-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3856,AN-9mesesjua-distlist1,1742159222.0,0.0,0.0,0.0,False,11.0,16.0,"                                   label       kind  \
id                                                    
1002                   USERS@MYLAB.LOCAL  Container   
1019             LOUIS_TYLER@MYLAB.LOCAL       User   
128            DOMAIN ADMINS@MYLAB.LOCAL      Group   
248           CARMEN_HAWKINS@MYLAB.LOCAL       User   
3089  AN-9MESESJUA-DISTLIST1@MYLAB.LOCAL      Group   
323             3579637267SA@MYLAB.LOCAL       User   
477            JENNA_HARDING@MYLAB.LOCAL       User   
869         DA-EST-DISTLIST1@MYLAB.LOCAL      Group   
870         DE-DAS-DISTLIST1@MYLAB.LOCAL      Group   
877         TA-24D-DISTLIST1@MYLAB.LOCAL      Group   
885         AU-JAS-DISTLIST1@MYLAB.LOCAL      Group   

                                           objectId  isTierZero  \
id                                                                
1002           643CE9DD-6D50-4B82-8DA1-994C82A16D6C       False   
1019  S-1-5-21-1333368235-828418111-1849936505-3276        True   
128    S-1-5-21-1333368235-828418111-1849936505-512        True   
248   S-1-5-21-1333368235-828418111-1849936505-1218       False   
3089  S-1-5-21-1333368235-828418111-1849936505-3856       False   
323   S-1-5-21-1333368235-828418111-1849936505-1293       False   
477   S-1-5-21-1333368235-828418111-1849936505-1447        True   
869   S-1-5-21-1333368235-828418111-1849936505-3782       False   
870   S-1-5-21-1333368235-828418111-1849936505-3600       False   
877   S-1-5-21-1333368235-828418111-1849936505-4033       False   
885   S-1-5-21-1333368235-828418111-1849936505-3810       False   

      isOwnedObject                        lastSeen  
id                                                   
1002          False        2025-03-16T21:35:40.053Z  
1019          False        2025-03-16T21:35:40.117Z  
128           False        2025-03-16T21:35:40.428Z  
248           False        2025-03-16T21:35:40.117Z  
3089          False  2025-03-16T21:35:36.886857315Z  
323           False        2025-03-16T21:35:40.117Z  
477           False  2025-03-16T21:35:31.048103438Z  
869           False        2025-03-16T21:35:39.799Z  
870           False        2025-03-16T21:35:39.799Z  
877           False        2025-03-16T21:35:40.428Z  
885           False        2025-03-16T21:35:39.799Z  ","   source target       label        kind                        lastSeen
0    3089    885    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
1     885    248  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
2     248    870    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
3     870   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
4    1019    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
5     885    323  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
6     323    870  GenericAll  GenericAll   2025-03-16T21:35:36.88777499Z
7     323    877  GenericAll  GenericAll   2025-03-16T21:35:36.88777499Z
8     877   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
9     870    477  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
10    477    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
11    323    869  GenericAll  GenericAll   2025-03-16T21:35:36.88777499Z
12    869    477  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
13    869   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
14    870   1002  GenericAll  GenericAll  2025-03-16T21:35:38.232994191Z
15   1002    128    Contains    Contains   2025-03-16T21:35:36.88777499Z","['643CE9DD-6D50-4B82-8DA1-994C82A16D6C'
 'S-1-5-21-1333368235-828418111-1849936505-3276'
 'S-1-5-21-1333368235-828418111-1849936505-512'
 'S-1-5-21-1333368235-828418111-1849936505-1218'
 'S-1-5-21-1333368235-828418111-1849936505-3856'
 'S-1-5-21-1333368235-828418111-1849936505-1293'
 'S-1-5-21-1333368235-828418111-1849936505-1447'
 'S-1-5-21-1333368235-828418111-1849936505-3782'
 'S-1-5-21-1333368235-828418111-1849936505-3600'
 'S-1-5-21-1333368235-828418111-1849936505-4033'
 'S-1-5-21-1333368235-828418111-1849936505-3810']",338.0,,,,0.015117581187010079,0.49885057471264366,0.5333333333333333,0.013482280431432974,1.0,16.0,0.022315202231520222,98.36,44.36,0.987196964009037,3.0702959359049773,0.27560956087049643,0.18576736210345815
280,0.0,0.0,217.0,0.0,16.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=BE-291-ADMINGROUP1,OU=STAGE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,BE-291-ADMINGROUP1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3860,BE-291-admingroup1,1742159223.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],233.0,,,,0.0,0.49885057471264366,0.0,0.0061633281972265025,1.0,0.0,0.0,529.6666666666666,529.6666666666666,0.8513856941666837,2.356399597076554,0.21152562220171064,0.1280585661837448
281,0.0,0.0,247.0,0.0,36.0,2.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=EM-NEX-ADMINGROUP1,OU=SEC,OU=STAGE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.097Z,EM-NEX-ADMINGROUP1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3861,EM-nex-admingroup1,1742159224.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],283.0,,,,0.0,0.5678160919540229,0.0,0.01386748844375963,1.0,0.0,0.0,382.2083333333333,382.2083333333333,0.8926513615773319,2.4743349419751146,0.2221122592221001,0.1555389451931321
284,0.0,27.0,219.0,0.0,33.0,13.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=TE-ROM-DISTLIST1,OU=GROUPS,OU=BDE,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.097Z,TE-ROM-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3864,TE-rom-distlist1,1742159224.0,0.0,0.0,0.0,False,15.0,28.0,"                                   label       kind  \
id                                                    
10            BDEWWKS1000000.MYLAB.LOCAL   Computer   
1002                   USERS@MYLAB.LOCAL  Container   
1003      HO-TAT-ADMINGROUP1@MYLAB.LOCAL      Group   
1019             LOUIS_TYLER@MYLAB.LOCAL       User   
128            DOMAIN ADMINS@MYLAB.LOCAL      Group   
19           GOOWSECS1000001.MYLAB.LOCAL   Computer   
3096        TE-ROM-DISTLIST1@MYLAB.LOCAL      Group   
3283        JE-CAR-DISTLIST1@MYLAB.LOCAL      Group   
477            JENNA_HARDING@MYLAB.LOCAL       User   
869         DA-EST-DISTLIST1@MYLAB.LOCAL      Group   
870         DE-DAS-DISTLIST1@MYLAB.LOCAL      Group   
871   MA-VACACIONE-DISTLIST1@MYLAB.LOCAL      Group   
872         RO-ARJ-DISTLIST1@MYLAB.LOCAL      Group   
877         TA-24D-DISTLIST1@MYLAB.LOCAL      Group   
95           ESMWCTRX1000000.MYLAB.LOCAL   Computer   

                                           objectId  isTierZero  \
id                                                                
10    S-1-5-21-1333368235-828418111-1849936505-4101       False   
1002           643CE9DD-6D50-4B82-8DA1-994C82A16D6C       False   
1003  S-1-5-21-1333368235-828418111-1849936505-3710       False   
1019  S-1-5-21-1333368235-828418111-1849936505-3276        True   
128    S-1-5-21-1333368235-828418111-1849936505-512        True   
19    S-1-5-21-1333368235-828418111-1849936505-4111       False   
3096  S-1-5-21-1333368235-828418111-1849936505-3864       False   
3283  S-1-5-21-1333368235-828418111-1849936505-4002       False   
477   S-1-5-21-1333368235-828418111-1849936505-1447        True   
869   S-1-5-21-1333368235-828418111-1849936505-3782       False   
870   S-1-5-21-1333368235-828418111-1849936505-3600       False   
871   S-1-5-21-1333368235-828418111-1849936505-3890       False   
872   S-1-5-21-1333368235-828418111-1849936505-3635       False   
877   S-1-5-21-1333368235-828418111-1849936505-4033       False   
95    S-1-5-21-1333368235-828418111-1849936505-4186       False   

      isOwnedObject                        lastSeen  
id                                                   
10            False  2025-03-16T21:35:30.314409114Z  
1002          False        2025-03-16T21:35:40.053Z  
1003          False  2025-03-16T21:35:36.886857315Z  
1019          False        2025-03-16T21:35:40.117Z  
128           False        2025-03-16T21:35:40.428Z  
19            False        2025-03-16T21:35:40.395Z  
3096          False        2025-03-16T21:35:40.097Z  
3283          False        2025-03-16T21:35:40.428Z  
477           False  2025-03-16T21:35:31.048103438Z  
869           False        2025-03-16T21:35:39.799Z  
870           False        2025-03-16T21:35:39.799Z  
871           False        2025-03-16T21:35:39.799Z  
872           False        2025-03-16T21:35:39.799Z  
877           False        2025-03-16T21:35:40.428Z  
95            False        2025-03-16T21:35:40.395Z  ","   source target       label        kind                        lastSeen
0    3096   3283    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
1    3283   1003    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
2    1003     95  GenericAll  GenericAll  2025-03-16T21:35:30.314791875Z
3      95    870  GenericAll  GenericAll   2025-03-16T21:35:36.88777499Z
4     870   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
5    1019    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
6      95    877  GenericAll  GenericAll   2025-03-16T21:35:36.88777499Z
7     877   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
8      95    872  GenericAll  GenericAll   2025-03-16T21:35:36.88777499Z
9     872    477  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
10    477    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
11    872   1002  GenericAll  GenericAll  2025-03-16T21:35:38.232994191Z
12   1002    128    Contains    Contains   2025-03-16T21:35:36.88777499Z
13    870    477  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
14    870   1002  GenericAll  GenericAll  2025-03-16T21:35:38.232994191Z
15     95    871  GenericAll  GenericAll   2025-03-16T21:35:36.88777499Z
16    871    477  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
17   1003     10  GenericAll  GenericAll  2025-03-16T21:35:30.314791875Z
18     10    869    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
19    869    477  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
20    871   1002  GenericAll  GenericAll  2025-03-16T21:35:38.232994191Z
21     95    869  GenericAll  GenericAll   2025-03-16T21:35:36.88777499Z
22    872   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
23    869   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
24    871   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
25     95     19  GenericAll  GenericAll  2025-03-16T21:35:30.314791875Z
26     19   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
27     19    477  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z","['S-1-5-21-1333368235-828418111-1849936505-4101'
 '643CE9DD-6D50-4B82-8DA1-994C82A16D6C'
 'S-1-5-21-1333368235-828418111-1849936505-3710'
 'S-1-5-21-1333368235-828418111-1849936505-3276'
 'S-1-5-21-1333368235-828418111-1849936505-512'
 'S-1-5-21-1333368235-828418111-1849936505-4111'
 'S-1-5-21-1333368235-828418111-1849936505-3864'
 'S-1-5-21-1333368235-828418111-1849936505-4002'
 'S-1-5-21-1333368235-828418111-1849936505-1447'
 'S-1-5-21-1333368235-828418111-1849936505-3782'
 'S-1-5-21-1333368235-828418111-1849936505-3600'
 'S-1-5-21-1333368235-828418111-1849936505-3890'
 'S-1-5-21-1333368235-828418111-1849936505-3635'
 'S-1-5-21-1333368235-828418111-1849936505-4033'
 'S-1-5-21-1333368235-828418111-1849936505-4186']",317.0,,,,0.0075587905935050395,0.503448275862069,0.9333333333333333,0.012711864406779662,1.0,10.0,0.01394700139470014,254.31578947368422,227.31578947368422,0.9359974652176928,3.4069967308080797,0.30583399531109334,0.17422560291951547
285,0.0,21.0,218.0,0.0,25.0,13.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=ST-CAR-ADMINGROUP1,OU=TST,OU=PEOPLE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.097Z,ST-CAR-ADMINGROUP1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3865,ST-car-admingroup1,1742159225.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],268.0,,,,0.005879059350503919,0.5011494252873563,0.0,0.00963020030816641,1.0,4.0,0.005578800557880056,491.2352941176471,470.2352941176471,0.8680173432429166,2.3902548287468233,0.21456468609932855,0.14729483149031591
287,0.0,0.0,275.0,0.0,28.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=RO-BASHBOSH1-DISTLIST1,OU=GROUPS,OU=BDE,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,RO-BASHBOSH1-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3867,RO-bashbosh1-distlist1,1742159225.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],303.0,,,,0.0,0.632183908045977,0.0,0.01078582434514638,1.0,0.0,0.0,542.7,542.7,0.8477383641960562,2.4907080965871797,0.22358201915628892,0.16653109679688702
